id,providerid,providername,namezh,nameen,pathattributeid,pathattributename,pathattributeename,buildperiod,departurezh,departureen,destinationzh,destinationen,realsequence,distance,gofirstbustime,backfirstbustime,golastbustime,backlastbustime,peakheadway,offpeakheadway,bustimedesc,headwaydesc,holidaygofirstbustime,holidaybackfirstbustime,holidaygolastbustime,holidaybacklastbustime,holidaybustimedesc,holidaypeakheadway,holidayoffpeakheadway,holidayheadwaydesc,segmentbufferzh,segmentbufferen,ticketpricedescriptionzh,ticketpricedescriptionen
16583,16179,三重客運,936,936,159338,936師大(林口校區)(車機),"936 Nat’l Taiwan Normal U. Linkou Campus",10,林口,Linkou,捷運圓山站,"MRT Yuanshan Sta.",200,59.6,0530,0530,2330,2330,0508,1015,,"平日7時至8時段與936A交互發車；22:30後固定班次:22:30 22:50 23:10 23:30",0530,0530,2330,2330,,12,20,"23:00後固定班次:23:00 23:30",高公局,"Freeway Bureau",二段票,"Charge for 2 sections"
16583,16179,三重客運,936,936,159339,936庫倫街(車機),"936 Kulun St.",10,林口,Linkou,捷運圓山站,"MRT Yuanshan Sta.",200,59.6,0530,0530,2330,2330,0508,1015,,"平日7時至8時段與936A交互發車；22:30後固定班次:22:30 22:50 23:10 23:30",0530,0530,2330,2330,,12,20,"23:00後固定班次:23:00 23:30",高公局,"Freeway Bureau",二段票,"Charge for 2 sections"
17918,16179,三重客運,林口-臺北長庚醫院,Linkou-Taipei,159389,林口-臺北長庚醫院,Linkou-Taipei,10,醒吾科技大學,"Hsing Wu University",臺北長庚醫院,"Chang-Gung Memorial Hospital",2,27.8,0650,0650,0710,0710,,,,," "," "," "," ",,,,,,,兩段票,"2 segment"
18118,16179,三重客運,966,966,159877,966,966,10,林口站,"Linkou Stop",臺北車站(鄭州),"Taipei Station (Zhengzhou)",92,59.3,0530,0530,2230,2230,0510,1015,,,0530,0530,2230,2230,,0510,1015,,高公局,FreewayBureau,二段票,"2 Segment"
18208,16179,三重客運,林口-臺北車站(承德),"linkou-Taipei Main Station(Chengde)",160087,林口-臺北車站(承德),"linkou-Taipei Main Station(Chengde)",10,松柏蘆,Songbolu,臺北車站(承德),"Taipei Main Sta. (Chengde)",2,23.3,0620,0620,0650,0650,,,,," "," "," "," ",,,,,台北ˋ交流道,"Taipei Interchange",二段票,"2 Segment"
18568,16179,三重客運,林口(文化北路)-捷運圓山站,"LINKOU(Wenhua N. Rd.)-MRT Yuanshan Station",160537,林口(文化北路)-捷運圓山站,"Linkou(Wenhua N. Rd.)-MRT Yuanshan Sta.",10,新北特殊教育學校,"Taipei School of Special Education(Jiatianxia Community)",捷運圓山站,"MRT Yuanshan Sta.",2,22.1,0630," ",0650," ",,,,," "," "," "," ",,,,,台北交流道,"Taipei Interchange",二段票,"2 Segment"
18730,16179,三重客運,966副,966Sub,160789,966副,966Sub,10,林口轉運站,"Linkou Bus Station",臺北車站,"Taipei Main Sta.",15,41.4,0630,0630,1900,1900,,,,,0900,0900,1900,1900,,,,,高公局,"National Freeway Bureau",二段票,"2 Segments"
18731,16179,三重客運,967副,967Sub,160793,967副,967Sub,10,林口轉運站,"Linkou Bus Station",仁愛敦化路口,"Renai & Dunhua Intersection",12,49.1,0630,0630,1900,1900,,,,,0900,0900,1900,1900,,,,,高公局、行天宮-松山機場,"National Freeway Bureau、Xingtian Temple-Songshan Airport",三段票,"3 Segments"
18758,16179,三重客運,936A,936A,160837,936A,936A,10,林口(去程不繞龜山),Linkou,捷運圓山站,"MRT Yuanshan Sta.",4,58.4,0700,0700,0800,0800,1016," ",,," "," "," "," ",,,,,往程國道一號；返程高公局,"National Highway No. 1；FreewayBureau",二段票,"2 Segments"
18760,16179,三重客運,966A,966A,160839,966A,966A,10,林口站(去程不繞龜山),"Linkou Stop",臺北車站(鄭州),"Taipei Station (Zhengzhou)",3,58.1,0720,0720,0800,0800,10,20,,," "," "," "," ",,,,,往程國道一號；返程高公局,"National Highway No. 1；FreewayBureau",二段票,"2 Segments"
10511,16179,三重客運,639,639,105110,639,639,10,東昇公園,"Dongsheng Park",捷運北門站,"MRT Beimen Station",30,41.78,0500,0500,2150,2150,,,,,0500,0500,2150,2150,,,,,(去)三洋-五谷王廟、(返)五谷王廟-三洋(建福路),"(Go)Sanyang Company-Wuguwang Temple(Back)Wuguwang Temple-Sanyo(Jianfu Rd.)",二段票,"Charge for 2 sections"
16487,16179,三重客運,藍38,BL38,157510,藍38,BL38,10,樹林,Shulin,板橋公車站,"Banqiao Bus Station",112,25.3,0520,0520,0000,0000,10,1520,,22:30之後班距為30分,0520,0520,0000,0000,,10,1520,22:30之後班距為30分,,,一段票,"1 segments"
16515,16179,三重客運,858,858,157550,858,858,10,東昇公園,"Dongsheng Park",華亞園區,"Gongxi Station",80,25.2,0450,0450,2100,2100,1015,2030,,,0450,0450,2100,2100,,,,,"往程：丹鳳一-黎明技術學院 返程：捷運丹鳳站-黎明技術學院","Danfong 1-Leeming Institute Of Technology、MRT Danfeng Station-Leeming Institute Of Technology",二段票,"Charge for 2 sections"
16686,16179,三重客運,橘26,O26,157771,橘26,O26,10,東昇公園,"Dongsheng Park",捷運迴龍站,"MRT Huilong Sta.",58,12.5,0530,0530,2200,2200,,,,,0600,0600,2100,2100,,,,,,,一段票,"1 segments"
19772,16179,三重客運,沙崙國小(篤行路)-捷運亞東醫院站,"Shalun Elementary School(Duxing Rd.)-MRT Far Eastern Hospital Sta.",162501,沙崙國小(篤行路)-捷運亞東醫院站,"Shalun Elementary School(Duxing Rd.)-MRT Far Eastern Hospital Sta.",10,沙崙國小(篤行路),"Shalun Elementary School(Duxing Rd.)",捷運亞東醫院站,"MRT Far Eastern Hospital Sta.",1,3.3,0640,0640,0640,0640,,,,," "," "," "," ",,,,,,,一段票,"1 Segment"
16591,16179,三重客運,857,857,157639,857,857,10,淡海,Danhai,板橋,Banqiao,84,71,0440,0440,2220,2220,1015,2030,,,0440,0440,2220,2220,,2030,2030,,"1.馬偕醫院(含民權路3巷口)-成德公園 2.德林寺(三和路)-捷運新埔站(含板橋花市)","1.Mackay Memorial Hospital(Minquan Rd. 3rd. Lane Entrance)-Chengde Park 2.Delin Temple(Sanhe Rd.)-MRT Xinpu Station(Banqiao Flower Market)",三段票,"3 segments"
16732,16179,三重客運,紅23,R23,157837,紅23,R23,10,淡水,Tamsui,關渡,Guandu,108,35.1,0550,0550,0000,0000,1520,3030,,,0550,0550,0000,0000,,2030,2030,,,,一段票,"1 segments"
16591,16179,三重客運,857,857,159336,857三重客運淡水站(車機),"857 Sanchong Bus Tamsui Sta.",10,淡海,Danhai,板橋,Banqiao,84,71,0440,0440,2220,2220,1015,2030,,,0440,0440,2220,2220,,2030,2030,,"1.馬偕醫院(含民權路3巷口)-成德公園 2.德林寺(三和路)-捷運新埔站(含板橋花市)","1.Mackay Memorial Hospital(Minquan Rd. 3rd. Lane Entrance)-Chengde Park 2.Delin Temple(Sanhe Rd.)-MRT Xinpu Station(Banqiao Flower Market)",三段票,"3 segments"
16591,16179,三重客運,857,857,159337,857新北板橋公車站(車機),"857 NTPC Banqiao Bus Station",10,淡海,Danhai,板橋,Banqiao,84,71,0440,0440,2220,2220,1015,2030,,,0440,0440,2220,2220,,2030,2030,,"1.馬偕醫院(含民權路3巷口)-成德公園 2.德林寺(三和路)-捷運新埔站(含板橋花市)","1.Mackay Memorial Hospital(Minquan Rd. 3rd. Lane Entrance)-Chengde Park 2.Delin Temple(Sanhe Rd.)-MRT Xinpu Station(Banqiao Flower Market)",三段票,"3 segments"
17806,16179,三重客運,899,899,159151,899,899,10,捷運蘆洲站,"MRT Luzhou Sta.",捷運新北產業園區站,"MRT New Taipei Industrial Park Station",24,29.24,0600,0600,2300,2300,1220,2030,,"13:30~14:30 60分鐘一班",0600,0600,2230,2230,,,,,,,一段票,"1 segments"
17996,16179,三重客運,蘆洲-南港,Luzhou-Nangan,159603,蘆洲-南港,Luzhou-Nangan,10,捷運蘆洲站,"MRT Luzhou Sta.",捷運南港展覽館站,"MRT Nangang Exhibition Center Sta. (Jingmao 2)",1,19.5,0720,0720,0720,0720,,,,," "," "," "," ",,,,,國道一號,"National Highway No. 1",二段票,"2 Segment"
18028,16179,三重客運,蘆洲-內湖,Luzhou-Neihu,159649,蘆洲-內湖,Luzhou-Neihu,10,蘆洲總站,"Luzhou Bus Terminal",港墘派出所,"Gangqian Police Substation",1,17,0625,0625,0625,0625,,,,," "," "," "," ",,,,,國道一號,"National Highway No. 1",三段票,"3 Segment"
16425,16179,三重客運,811,811,157421,811,811,10,蘆洲,Luzhou,聯合醫院中興院區,"TCUH Zhongxin Branch",54,34.64,0550,0550,2200,2200,1015,2030,,,0600,0600,2200,2200,,20,30,,新北高中-大同國小,"New Taipei Senior High School-Datong Elementary School",二段票,"2 segments"
16582,16179,三重客運,橘25,O25,157626,橘25,O25,10,蘆洲,Luzhou,捷運三重國小站,"MRT Sanchong Elementary School Sta.",6,20,0600,0600,1800,1800,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
17360,16179,三重客運,藍1,BL1,158507,藍1,BL1,10,蘆洲,Luzhou,臺北車站,"Taipei Main Station",47,25.04,0600,0600,2300,2300,1520,2030,,22時以後時間為2200、2300,0600,0600,2300,2300,,,,,,,一段票,"1 segments"
17523,16179,三重客運,806,806,158691,806板橋後站,"806 Old Banqiao Sta.",10,板橋,Banqiao,蘆洲,Luzhou,70,31.7,0530,0530,2200,2210,1215,2030,,,0600,0600,2200,2200,,,,,板橋車站(文化路)-金陵女中,"New Banqiao Sta.- Ginling Girls’High School",兩段票,"2 segments"
17523,16179,三重客運,806,806,158923,806蘆洲總站,"806 Luzhou Bus Terminal",10,板橋,Banqiao,蘆洲,Luzhou,70,31.7,0530,0530,2200,2210,1215,2030,,,0600,0600,2200,2200,,,,,板橋車站(文化路)-金陵女中,"New Banqiao Sta.- Ginling Girls’High School",兩段票,"2 segments"
17968,16179,三重客運,蘆洲中正路-士林中正路,Luzhou-shilin,159544,蘆洲中正路-士林中正路,Luzhou-shilin,10,蘆洲總站,"Luzhou Bus Terminal",捷運士林站,"MRT Shilin Sta.",99,7.6,0650,0650,0650,0650,,,,," "," "," "," ",,,,,,,一段票,"1 segment"
10474,16179,三重客運,636,636,10474,636,636,10,樹林中正路,"Shulin Zhongzheng Rd.",捷運中山站,"MRT Zhongshan Sta.",42,33.6,0530,0530,2235,2235,,,,,0530,0530,2235,2235,,,,,捷運迴龍站-五谷王廟,"MRT Huilong Station-Wuguwang Temple",二段票,"Charge for 2 sections"
16486,16179,三重客運,藍37,BL37,157509,藍37,BL37,10,龍壽里,"Longshou Li",捷運板橋站,"MRT Banqiao Sta.",99,26.9,0535,0535,2345,2345,1015,2030,,,0600,0600,2345,2345,,20,30,,,,一段票,"1 segments"
16592,16179,三重客運,橘21,O21,157640,橘21,O21,10,龍壽里,"Longshou Li",新北產業園區,"New Taipei Industrial Park",32,23,0530,0530,2330,2330,,,,,0530,0530,2330,2330,,,,,,,一段票,"1 segments"
10475,16179,三重客運,635,635,158511,635,635,10,龍壽里,"Longshou Li",臺北,Taipei,8,29.1,0700,0700,2030,2030,,,,," "," "," "," ",,,,,捷運迴龍站-五谷王廟,"MRT Huilong Station-Wuguwang Temple",二段票,"Charge for 2 sections"
17625,16179,三重客運,898,898,158801,898,898,10,樹林中正路,"Shulin Zhongzheng Rd.",長庚醫院,"Chang Gung Memorial Hospital",19,47.5,0500,0500,2100,2100,,,,,0500,0500,2100,2100,,,,,泰山區公所-黎明技術學院,"Taishan Dist. Office-Leeming Institute Of Technology",二段票,"2 segments"
17945,16179,三重客運,712,712,159443,712,712,10,樹林俊興街,"Shulin Junxing St.",捷運亞東醫院站,"MRT Far Eastern Hospital ",38,22.06,0540,0540,2330,2330,,,,,0540,0540,2330,2330,,,,,,,一段票,"1 segment"
18258,16179,三重客運,712副,712Sub,160167,712副,"712 Sub",10,樹林俊興街,"Shulin Junxing St.",土城醫院,"Tucheng Hospital",4,26.64,0930,0930,1500,1500,,,,," "," "," "," ",,,,,,,一段票,"1 segment"
16486,16179,三重客運,藍37,BL37,161427,藍37龍壽里(車機),BL37,10,龍壽里,"Longshou Li",捷運板橋站,"MRT Banqiao Sta.",99,26.9,0535,0535,2345,2345,1015,2030,,,0600,0600,2345,2345,,20,30,,,,一段票,"1 segments"
16486,16179,三重客運,藍37,BL37,161428,藍37新北板橋公車站(車機),BL37,10,龍壽里,"Longshou Li",捷運板橋站,"MRT Banqiao Sta.",99,26.9,0535,0535,2345,2345,1015,2030,,,0600,0600,2345,2345,,20,30,,,,一段票,"1 segments"
16890,16238,中和區公所,F512,F512,158017,F512,F512,10,自強國中,"Ziqiang Junior High School",捷運景安站,"MRT Jingan Station",99,99,0630,0630,2000,2000,,,,,0630,0630,2000,2000,,,,,,,,
16891,16238,中和區公所,F513,F513,158018,F513,F513,10,灰瑤,Huiyao,秀山站,"Xiushan Sta.",99,99,0630,0630,2000,2000,,,,,0630,0630,2000,2000,,,,,,,,
17914,16238,中和區公所,F512副,F512Sub,159377,F512副,"F512 SubGo",10,烘爐地,"Hongludi ",光復國小,"Guangfu Elementary School",99,99,0630,0630,2000,2000,,,,平日由橫路里站發車,0630,0630,2000,2000,,,,"逢農曆初二、十六及週六 日烘爐地站發車",,,,
17914,16238,中和區公所,F512副,F512Sub,159486,F512副假日延,"F512 SubHoliday",10,烘爐地,"Hongludi ",光復國小,"Guangfu Elementary School",99,99,0630,0630,2000,2000,,,,平日由橫路里站發車,0630,0630,2000,2000,,,,"逢農曆初二、十六及週六 日烘爐地站發車",,,,
16695,16189,中興巴士,821,821,157780,821,821,10,三芝,Sanzhi,天文科學館,"Astronomical Museum",6,62.7,0530,0530,1710,1710,,,,,0530,0530,1620,1620,,,,,灰瑤子-興化店，福德宮-捷運淡水站，捷運竹圍站-關渡國小(臺北城市科技大學),"Huiyaozi-Xinghuadian , Fude Temple-MRT Tamsui Station, Guandu Elementary School",四段票,"4 segments"
16499,16189,中興巴士,816,816,157522,816,816,10,三重,Sanchong,捷運士林站,"MRT Shilin Station",45,25.7,0530,0530,2200,2200,1215,,,平日06:00-08:00、16:00-18:00為機動發車,0600,0600,2200,2200,,,,,,,一段票,"1 segments"
16500,16189,中興巴士,815,815,157523,815,815,10,三重,Sanchong,故宮博物院,"National Palace Museum",31,23.6,0530,0530,2230,2230,1215,1520,,20:00後25分一班,0530,0530,2230,2230,,20,25,,(去)捷運徐匯中學站-捷運士林站(中正)、(返)捷運士林站(中正)-徐匯中學,"MRT St. Ignatius High School Station-MRT Shilin Sta.(Zhongzheng)、MRT Shilin Sta.(Zhongzheng)-St. Ignatius High School",二段票,"Charge for 2 sections"
17534,16189,中興巴士,933,933,158702,933,933,10,三重,Sanchong,動物園,"Taipei Zoo",56,51.1,0530,0530,2200,2200,1012,2030,,20:00後固定班次:20:00、20:40、21:20、22:00,0600,0600,2200,2200,,,,,往程「民生溪頭路口-板橋花市」、返程「板橋花市-溪頭里」,"(Go)Minsheng&Xitou Intersection-Banqiao Flower Market (Back) Banqiao Flower Market -Xitou Village ",二段票,"Charge for 2 sections"
16500,16189,中興巴士,815,815,159292,815仙公廟(車機),"815 Xiangong Temple",10,三重,Sanchong,故宮博物院,"National Palace Museum",31,23.6,0530,0530,2230,2230,1215,1520,,20:00後25分一班,0530,0530,2230,2230,,20,25,,(去)捷運徐匯中學站-捷運士林站(中正)、(返)捷運士林站(中正)-徐匯中學,"MRT St. Ignatius High School Station-MRT Shilin Sta.(Zhongzheng)、MRT Shilin Sta.(Zhongzheng)-St. Ignatius High School",二段票,"Charge for 2 sections"
16500,16189,中興巴士,815,815,159293,815外雙溪(至善)(車機),"815 Waishuangxi",10,三重,Sanchong,故宮博物院,"National Palace Museum",31,23.6,0530,0530,2230,2230,1215,1520,,20:00後25分一班,0530,0530,2230,2230,,20,25,,(去)捷運徐匯中學站-捷運士林站(中正)、(返)捷運士林站(中正)-徐匯中學,"MRT St. Ignatius High School Station-MRT Shilin Sta.(Zhongzheng)、MRT Shilin Sta.(Zhongzheng)-St. Ignatius High School",二段票,"Charge for 2 sections"
17992,16189,中興巴士,三重-內科,"Sanchong-Neihu Tech.Park",159586,三重-內科去,"Sanchong-Neihu Tech.Park Go",10,三重,Sanchong,內科,"Neihu Tech.Park",2,34.9,0645,1800,0645,1800,,,,," "," "," "," ",,,,,捷運劍南路站,"MRT Jiannan Rd. Sta.",二段票,"2 segment"
17992,16189,中興巴士,三重-內科,"Sanchong-Neihu Tech.Park",159587,三重-內科返,"Sanchong-Neihu Tech.Park Back",10,三重,Sanchong,內科,"Neihu Tech.Park",2,34.9,0645,1800,0645,1800,,,,," "," "," "," ",,,,,捷運劍南路站,"MRT Jiannan Rd. Sta.",二段票,"2 segment"
18168,16189,中興巴士,蘆洲-中正高中,Luzhou-ZZHS,160017,蘆洲-中正高中," ",10,蘆洲,Luzhou,中正高中,"Zhongzheng High School",1,14.4,0650," ",0650," ",,,,," "," "," "," ",,,,,捷運徐匯中學站,"MRT St. Ignatius High School",二段票,"2 Segment"
16296,16189,中興巴士,藍15,BL15,157291,藍15,BL15,10,汐止,Xizhi,捷運昆陽站,"MRT Kunyang Sta.",120,20.2,0540,0540,0010,0010,0508,0812,,22:00之後15-20分,0540,0540,0010,0010,,10,15,20:00之後15-20分,,,一段票,"1 segments"
17017,16189,中興巴士,591,591,158144,591,591,10,水蓮山莊,"Lotus Hill",南港車站,"Nangang Main Sta.",16,11.3,0630,0630,2100,2100,,,,,0700,0700,2000,2000,,,,,,,一段票,"1 Segment"
17548,16189,中興巴士,951,951,158717,951汐止站,"951 Xizhi station",10,汐止,Xizhi,新店,Xindian,72,64.8,0600,0600,2130,2130,0612,1520,,,0600,0600,2130,2130,,30,30,,捷運南港展覽館站(南港路)-環東大道口，新店交流道,"MRT Nangang Exhibition Center Sta. (Nangang Rd.)，Xindian highway",三段票,"3 segments"
17548,16189,中興巴士,951,951,158944,951及人中學,"951 Chi Jen High School",10,汐止,Xizhi,新店,Xindian,72,64.8,0600,0600,2130,2130,0612,1520,,,0600,0600,2130,2130,,30,30,,捷運南港展覽館站(南港路)-環東大道口，新店交流道,"MRT Nangang Exhibition Center Sta. (Nangang Rd.)，Xindian highway",三段票,"3 segments"
17812,16189,中興巴士,新店-汐止,Xindian-Xizhi,159158,新店-汐止去,"Xindian-Xizhi Go",10,新店,Xindian,汐止,Xizhi,2,52,0740,1800,0740,1800,,,,," "," "," "," ",,,,,"1.往程:捷運南港展覽館站(經貿二) 返程:捷運南港展覽館站(南港路) 2.新店交流道","1.GO:MRT Nangang Exhibition Center Sta. (Jingmao 2) Back:MRT Nangang Exhibition Center Sta. (Nangang Rd.) 2.Xindian Interchange",三段票,
17812,16189,中興巴士,新店-汐止,Xindian-Xizhi,159160,新店-汐止返,"Xindian-Xizhi Back",10,新店,Xindian,汐止,Xizhi,2,52,0740,1800,0740,1800,,,,," "," "," "," ",,,,,"1.往程:捷運南港展覽館站(經貿二) 返程:捷運南港展覽館站(南港路) 2.新店交流道","1.GO:MRT Nangang Exhibition Center Sta. (Jingmao 2) Back:MRT Nangang Exhibition Center Sta. (Nangang Rd.) 2.Xindian Interchange",三段票,
16296,16189,中興巴士,藍15,BL15,159525,藍15寵物公車,BL15,10,汐止,Xizhi,捷運昆陽站,"MRT Kunyang Sta.",120,20.2,0540,0540,0010,0010,0508,0812,,22:00之後15-20分,0540,0540,0010,0010,,10,15,20:00之後15-20分,,,一段票,"1 segments"
16584,16189,中興巴士,820,820,157632,820,820,10,泰山,Taishan,捷運民權西路站,"MRT Minquan W. Rd. Sta.",4,30.4,0620,0620,1700,1700,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
17532,16189,中興巴士,918,918,158700,918,918,10,泰山,Taishan,新店,Xindian,98,45.7,0530,0530,2230,2230,0608,1015,,21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院；寒暑假期間繞駛黎明發車間距為尖峰30-35分，離峰55-65分,0530,0530,2230,2230,,15,20,"寒暑假期間繞駛黎明班次:05:30 06:30 07:30 08:30 09:30 10:30 11:40 12:40 13:40 14:40 15:30 16:30 17:30 18:30 19:30 20:30 21:30 22:30",捷運新埔站-板橋花市,"MRT Xinpu Station-Banqiao Flower Market",二段票,"2 Segment"
17532,16189,中興巴士,918,918,158701,918三民路,918Extend,10,泰山,Taishan,新店,Xindian,98,45.7,0530,0530,2230,2230,0608,1015,,21:30後20分乙班，每日21:30後班次返程不繞駛黎明技術學院；寒暑假期間繞駛黎明發車間距為尖峰30-35分，離峰55-65分,0530,0530,2230,2230,,15,20,"寒暑假期間繞駛黎明班次:05:30 06:30 07:30 08:30 09:30 10:30 11:40 12:40 13:40 14:40 15:30 16:30 17:30 18:30 19:30 20:30 21:30 22:30",捷運新埔站-板橋花市,"MRT Xinpu Station-Banqiao Flower Market",二段票,"2 Segment"
17813,16189,中興巴士,泰山-內湖,Taishan-Neihu,159159,泰山-內湖去,"Taishan-Neihu Go",10,泰山,Taishan,內湖,Neihu,5,50.8,0650,1810,0705,1830,,,,," "," "," "," ",,,,,國道一號,"National Highway No. 1",兩段票,
